State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,7200,6600
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6200,7000,6600
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,16-05-2026,6600,6600,6600
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,7200,6600
Tamil Nadu,Namakkal,Tiruchengode APMC,Yam(Ratalu),Yam (Ratalu),Local,16-05-2026,6200,7000,6600
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,16-05-2026,6400,6800,6600
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Colacasia,Colacasia,Local,16-05-2026,6300,6800,6550
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Coconut,Coconut,Local,16-05-2026,6500,6500,6500
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,16-05-2026,6000,7000,6500
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,16-05-2026,6000,7000,6500
Kerala,Ernakulam,Thrippunithura APMC,Green Chilli,Green Chilly,Medium,16-05-2026,5500,10000,6500
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Mango,Safeda,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Guava,Guava Allahabad,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Mango,Other,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Coimbatore,Udumalpet APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,16-05-2026,6000,7000,6500
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Banana,Karpura,Local,16-05-2026,4000,9000,6500
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Capsicum,Capsicum,Local,16-05-2026,6000,7000,6500
Kerala,Ernakulam,Perumbavoor APMC,Ginger(Green),Green Ginger,Medium,16-05-2026,6000,7000,6500
Tripura,Dhalai,Chowmanu APMC,Bhindi(Ladies Finger),Bhindi,Local,16-05-2026,6000,7000,6500
Tripura,Dhalai,Chowmanu APMC,Bitter gourd,Bitter Gourd,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,16-05-2026,6000,7000,6500
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Pineapple,Pine Apple,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,16-05-2026,6000,7000,6500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,16-05-2026,6000,7000,6500
Himachal Pradesh,Mandi,PMY Kangni Mandi,Mango,Other,Grade B,16-05-2026,3000,9000,6500
Himachal Pradesh,Kangra,SMY Baijnath,Mango,Safeda,Grade B,16-05-2026,6000,7000,6500
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Coconut,Coconut,Local,16-05-2026,6000,7000,6500
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Plum,Other,Grade A,16-05-2026,6300,6700,6500
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Coriander(Leaves),I Sort,Local,16-05-2026,6500,6500,6500
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Guava,Guava Allahabad,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Indian Beans(Seam),Indian Beans (Seam),Local,16-05-2026,6000,7000,6500
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Colacasia,Colacasia,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,16-05-2026,6000,7000,6500
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Banana,Other,Local,16-05-2026,6000,7000,6500
Himachal Pradesh,Kangra,SMY Palampur,Peach,Peach,Medium,16-05-2026,6000,7000,6500
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Beetroot,Beetroot,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Coconut,Coconut,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Coimbatore,Udumalpet APMC,Mint(Pudina),Mint(Pudina),Local,16-05-2026,6000,7000,6500
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Bitter gourd,Other,Local,16-05-2026,6000,7000,6500
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Mousambi(Sweet Lime),Mousambi,Local,16-05-2026,6000,7000,6500
Gujarat,Sabarkantha,Modasa APMC,Castor Seed,Castor seed,Local,16-05-2026,6250,6450,6450
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,16-05-2026,6000,6800,6400
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6400,6400,6400
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,16-05-2026,6000,6800,6400
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6200,6600,6400
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6200,6600,6400
Gujarat,Rajkot,Dhoraji APMC,Red gram/Arhar/Tur(whole),Hybrid,Non-FAQ,16-05-2026,5380,6605,6380
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,16-05-2026,6200,6500,6350
Gujarat,Rajkot,Dhoraji APMC,Castor Seed,Castor seed,Local,16-05-2026,6080,6380,6330
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,16-05-2026,6000,6600,6300
Gujarat,Sabarkantha,Modasa(Tintoi) APMC,Castor Seed,Castor seed,Local,16-05-2026,6150,6275,6275
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,16-05-2026,6000,6500,6250
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Beetroot,Beetroot,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6500,6250
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,16-05-2026,6000,6500,6250
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,16-05-2026,6000,6500,6250
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,16-05-2026,6000,6500,6250
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Coconut,Coconut,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Bitter gourd,Other,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ),Beetroot,Beetroot,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Green Avare(W),Other,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ),Green Avare(W),Other,Local,16-05-2026,5500,7000,6250
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Carrot,Pusakesar,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Tender Coconut,Tender Coconut,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,16-05-2026,6000,6500,6250
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,5500,7000,6250
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,16-05-2026,5500,7000,6250
Tamil Nadu,Coimbatore,Udumalpet APMC,Carrot,Pusakesar,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Onion,Bellary,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,16-05-2026,6000,6500,6250
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,16-05-2026,6000,6500,6250
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ),Beetroot,Beetroot,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Lemon,Lemon,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Capsicum,Capsicum,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,16-05-2026,5500,7000,6250
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Marigold(Calcutta),Marigold(Calcutta),Local,16-05-2026,6000,6500,6250
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6500,6250
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Snakeguard,Snakeguard,Local,16-05-2026,6000,6500,6250
Kerala,Thiruvananthapuram,Parassala APMC,Colacasia,Colacasia,Local,16-05-2026,6000,6400,6200
Kerala,Thiruvananthapuram,Parassala APMC,Banana,Rasakathai,Local,16-05-2026,6000,6400,6200
Uttar Pradesh,Gonda,Nawabganj APMC,Mustard,Other,FAQ,16-05-2026,6199.99,6200,6200
Kerala,Ernakulam,Thrippunithura APMC,Cauliflower,Cauliflower,Medium,16-05-2026,6000,7000,6200
Kerala,Thiruvananthapuram,Parassala APMC,Amaranthus,Amaranthus,Local,16-05-2026,6000,6400,6200
Kerala,Thiruvananthapuram,Parassala APMC,Ginger(Green),Green Ginger,Local,16-05-2026,6000,6400,6200
West Bengal,Darjeeling,Siliguri APMC,Green Chilli,Green Chilly,FAQ,16-05-2026,6000,6500,6200
Kerala,Ernakulam,Thrippunithura APMC,Carrot,Carrot,Medium,16-05-2026,6000,7000,6200
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Beetroot,Beetroot,Local,16-05-2026,6000,6400,6200
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6400,6200
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Brinjal,Round,Local,16-05-2026,6000,6400,6200
Tamil Nadu,Namakkal,Tiruchengode APMC,Carrot,Pusakesar,Local,16-05-2026,5800,6500,6150
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,16-05-2026,5800,6500,6150
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,16-05-2026,5800,6500,6150
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,16-05-2026,5800,6500,6150
Tamil Nadu,Namakkal,Tiruchengode APMC,Green Chilli,Green Chilly,Local,16-05-2026,5800,6500,6150
Uttar Pradesh,Bulandshahar,Gulavati APMC,Ginger(Green),Green Ginger,FAQ,16-05-2026,6000,6200,6100
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Coconut,Coconut,Local,16-05-2026,6000,6200,6100
Uttar Pradesh,Bulandshahar,Gulavati APMC,Garlic,Desi,FAQ,16-05-2026,6000,6200,6100
Kerala,Ernakulam,Thrippunithura APMC,Colacasia,Other,Medium,16-05-2026,5400,8000,6000
Kerala,Thiruvananthapuram,Kallara  VFPCK APMC,Banana,Nendra Bale,Grade A,16-05-2026,5900,6100,6000
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Bitter gourd,Other,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,16-05-2026,6000,6000,6000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Beetroot,Beetroot,Local,16-05-2026,5500,6500,6000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Mango,Other,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Karbuja(Musk Melon),Karbhuja,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,4000,8000,6000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Bitter gourd,Other,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Villupuram,Villupuram(Uzhavar Sandhai ),Brinjal,Round,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Villupuram,Villupuram(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,16-05-2026,6000,6000,6000
Andaman and Nicobar,North and Middle Andaman ,Diglipur APMC,Little gourd(Kundru),Other,FAQ,16-05-2026,4000,8000,6000
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Carrot,Pusakesar,Local,16-05-2026,5500,6500,6000
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Coconut,Coconut,Local,16-05-2026,6000,6000,6000
Punjab,Ropar (Rupnagar),Chamkaur Sahib APMC,Pomegranate,Other,Medium,16-05-2026,6000,6000,6000
Uttar Pradesh,Mahoba,Charkhari APMC,Masur Dal,Other,FAQ,16-05-2026,6000,6000,6000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Ginger(Green),Green Ginger,FAQ,16-05-2026,4000,7000,6000
Nagaland,Dimapur,Dimapur APMC,Green Chilli,Green Chilly,Local,16-05-2026,5500,6500,6000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,16-05-2026,6000,6000,6000
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,16-05-2026,5500,6500,6000
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,16-05-2026,5500,6500,6000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,16-05-2026,6000,6000,6000
Punjab,Ropar (Rupnagar),Chamkaur Sahib APMC,Lemon,Lemon,Medium,16-05-2026,6000,6000,6000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,16-05-2026,6000,6000,6000
Tamil Nadu,Villupuram,Ulundurpettai APMC,Coriander(Leaves),I Sort,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,16-05-2026,6000,6000,6000
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Colacasia,Colacasia,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,16-05-2026,6000,6000,6000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Coconut,Coconut,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,16-05-2026,5000,7000,6000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Banana,Red Banana,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,6000,6000
Uttar Pradesh,Lucknow,Lucknow APMC,Pegeon Pea(Arhar Fali),Other,FAQ,16-05-2026,6000,6000,6000
Tamil Nadu,Villupuram,Villupuram(Uzhavar Sandhai ),Coconut,Coconut,Local,16-05-2026,6000,6000,6000
Andaman and Nicobar,North and Middle Andaman ,Diglipur APMC,Guava,Other,Local,16-05-2026,4000,8000,6000
Andaman and Nicobar,North and Middle Andaman ,Diglipur APMC,Sweet Potato,Other,FAQ,16-05-2026,4000,8000,6000
Andaman and Nicobar,North and Middle Andaman ,Diglipur APMC,Tapioca,Other,FAQ,16-05-2026,4000,8000,6000
Kerala,Alappuzha,Chengannur APMC,Bitter gourd,Other,FAQ,16-05-2026,5800,6300,6000
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Vellore,Thirupathur APMC,Green Peas,Green Peas,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,16-05-2026,6000,6000,6000
Kerala,Kozhikode(Calicut),Kallachi APMC,Bitter gourd,Bitter Gourd,FAQ,16-05-2026,5800,6200,6000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,16-05-2026,6000,6000,6000
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ),Guava,Guava Allahabad,Local,16-05-2026,5000,7000,6000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Banana,Red Banana,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,16-05-2026,6000,6000,6000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Villupuram,Villupuram(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,16-05-2026,4000,8000,6000
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Beetroot,Beetroot,Local,16-05-2026,5500,6500,6000
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Coconut,Coconut,Local,16-05-2026,5600,6400,6000
Punjab,Ropar (Rupnagar),Chamkaur Sahib APMC,Grapes,Green,Medium,16-05-2026,6000,6000,6000
Punjab,Ropar (Rupnagar),Chamkaur Sahib APMC,Mango,Other,Medium,16-05-2026,6000,6000,6000
Odisha,Sundergarh,Sargipali APMC,Green Chilli,Other,FAQ,16-05-2026,5800,6500,6000
Kerala,Alappuzha,Chengannur APMC,Tomato,Tomato,FAQ,16-05-2026,5800,6100,6000
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Onion Green,Onion Green,Local,16-05-2026,5800,6200,6000
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Coconut,Coconut,Local,16-05-2026,6000,6000,6000
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Thondekai,Thondekai,Local,16-05-2026,6000,6000,6000
Madhya Pradesh,Rajgarh,Jeerapur APMC,Bengal Gram(Gram)(Whole),Gram,FAQ,16-05-2026,5800,6000,6000
Tamil Nadu,Vellore,Thirupathur APMC,Cowpea(Veg),Cowpea (Veg),Local,16-05-2026,6000,6000,6000
Tamil Nadu,Vellore,Thirupathur APMC,Indian Beans(Seam),Indian Beans (Seam),Local,16-05-2026,6000,6000,6000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Carrot,Pusakesar,Local,16-05-2026,6000,6000,6000
Nagaland,Dimapur,Dimapur APMC,Beans,Local,Local,16-05-2026,5500,6500,6000
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Green Chilli,Green Chilly,Local,16-05-2026,5000,7000,6000
Punjab,Kapurthala,Sultanpur APMC,Garlic,Other,Local,16-05-2026,6000,6000,6000
Punjab,Moga,Moga APMC,Lemon,Lemon,Medium,16-05-2026,5500,6500,6000
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Mousambi(Sweet Lime),Mousambi,Local,16-05-2026,6000,6000,6000
